Центр МА;Центр МА;Расстояние
Рубцовск;Воронеж;2865
Рубцовск;Воткинск;1855
Рубцовск;Глазов;1955
Рубцовск;Грозный;2790
Рубцовск;Дербент;2690
Рубцовск;Джанкой;3440
Рубцовск;Димитровград;2125
Рубцовск;Дубна;2875
Рубцовск;Евпатория;3540
Рубцовск;Ейск;3125
Рубцовск;Екатеринбург;1460
Рубцовск;Елец;2880
Рубцовск;Железногорск;3095
Рубцовск;Златоуст;1480
Рубцовск;Иваново;2640
Рубцовск;Ижевск;1900
Рубцовск;Избербаш;2690
Рубцовск;Иркутск;1580
Рубцовск;Йошкар-Ола;2225
Рубцовск;Комсомольск-на-Амуре;3810
Рубцовск;Каменск-Уральский;1370
Рубцовск;Каменск-Шахтинский;2915
Рубцовск;Казань;2150
Рубцовск;Калининград;3940
Рубцовск;Калуга;2970
Рубцовск;Камышин;2495
Рубцовск;Канск;1085
Рубцовск;Кемерово;535
Рубцовск;Керчь;3320
Рубцовск;Кизляр;2690
Рубцовск;Кинешма;2570
Рубцовск;Киров;2135
Рубцовск;Ковров;2630
Рубцовск;Кострома;2640
Рубцовск;Котлас;2350
Рубцовск;Краснодар;3160
Рубцовск;Красноярск;915
Рубцовск;Кропоткин;3030
Рубцовск;Крымск;3235
Рубцовск;Кузнецк;2335
Рубцовск;Кумертау;1730
Рубцовск;Кунгур;1690
Рубцовск;Курган;1135
Рубцовск;Курск;3055
Рубцовск;Кызыл;915
Рубцовск;Ленинск-Кузнецкий;490
Рубцовск;Лабинск;3060
Рубцовск;Липецк;2810
Рубцовск;Лысьва;1660
Рубцовск;Магадан;4260
Рубцовск;Магнитогорск;1515
Рубцовск;Майкоп;3105
Рубцовск;Махачкала;2685
Рубцовск;Междуреченск;525
Рубцовск;Миасс;1450
Рубцовск;Мичуринск;2740
Рубцовск;Моздок;2840
Рубцовск;Москва;2865
Рубцовск;Мурманск;3160
Рубцовск;Муром;2590
Рубцовск;Нижний Новгород;2465
Рубцовск;Нижний Тагил;1530
Рубцовск;Новый Уренгой;1645
Рубцовск;Набережные Челны;1940
Рубцовск;Нальчик;2925
Рубцовск;Находка;3940
Рубцовск;Невинномысск;2975
Рубцовск;Нефтекамск;1830
Рубцовск;Нефтеюганск;1190
Рубцовск;Нижневартовск;1090
Рубцовск;Новокузнецк;475
Рубцовск;Новомосковск;2855
Рубцовск;Новороссийск;3265
Рубцовск;Новосибирск;405
Рубцовск;Новоуральск;1500
Рубцовск;Норильск;2020
Рубцовск;Ноябрьск;1345
Рубцовск;Озерск;1425
Рубцовск;Октябрьский;1870
Рубцовск;Омск;650
Рубцовск;Орел;3025
Рубцовск;Оренбург;1790
Рубцовск;Орск;1570
Рубцовск;Петропавловск-Камчатский;5010
Рубцовск;Павлово;2520
Рубцовск;Пенза;2440
Рубцовск;Пермь;1745
Рубцовск;Петрозаводск;3005
Рубцовск;Прохладный;2880
Рубцовск;Псков;3380
Рубцовск;Пятигорск;2930
Рубцовск;Ростов-на-Дону;3000
Рубцовск;Россошь;2890
Рубцовск;Рыбинск;2765
Рубцовск;Рязань;2755
Рубцовск;Славянск-на-Кубани;3205
Рубцовск;Санкт-Петербург;3230
Рубцовск;Сальск;2910
Рубцовск;Самара;2100
Рубцовск;Саранск;2410
Рубцовск;Сарапул;1860
Рубцовск;Саратов;2410
Рубцовск;Саров;2520
Рубцовск;Севастополь;3560
Рубцовск;Серов;1570
Рубцовск;Симферополь;3500
Рубцовск;Смоленск;3230
Рубцовск;Сочи;3185
Рубцовск;Старый Оскол;2965
Рубцовск;Ставрополь;2950
Рубцовск;Стерлитамак;1715
Рубцовск;Сургут;1185
Рубцовск;Сызрань;2215
Рубцовск;Сыктывкар;2145
Рубцовск;Таганрог;3055
Рубцовск;Тамбов;2685
Рубцовск;Тверь;2950
Рубцовск;Темрюк;3260
Рубцовск;Тимашевск;3135
Рубцовск;Тихорецк;3040
Рубцовск;Тобольск;1110
Рубцовск;Тольятти;2145
Рубцовск;Томск;610
Рубцовск;Тула;2895
Рубцовск;Тюмень;1190
Рубцовск;Улан-Удэ;1810
Рубцовск;Ульяновск;2200
Рубцовск;Уссурийск;3815
Рубцовск;Усть-Лабинск;3100
Рубцовск;Уфа;1710
Рубцовск;Ухта;2090
Рубцовск;Феодосия;3405
Рубцовск;Ханты-Мансийск;1290
Рубцовск;Хабаровск;3780
Рубцовск;Хасавюрт;2735
Рубцовск;Чайковский;1845
Рубцовск;Чебоксары;2265
Рубцовск;Челябинск;1370
Рубцовск;Череповец;2810
Рубцовск;Черкесск;2995
Рубцовск;Чита;2205
Рубцовск;Шахты;2945
Рубцовск;Элиста;2730
Рубцовск;Южно-Сахалинск;4365
Рубцовск;Якутск;3090
Рубцовск;Ялта;3525
Рубцовск;Ярославль;2705
Рыбинск;Абакан;3230
Рыбинск;Александров;185
Рыбинск;Альметьевск;895
Рыбинск;Анапа;1465
Рыбинск;Арзамас;420
Рыбинск;Армавир;1460
Рыбинск;Архангельск;730
Рыбинск;Астрахань;1440
Рыбинск;Ачинск;3045
Рыбинск;Белая Калитва;1110
Рыбинск;Балаково;880
Рыбинск;Барнаул;2810
Рыбинск;Белгород;840
Рыбинск;Белебей;1040
Рыбинск;Березники;1045
Рыбинск;Бийск;2935
Рыбинск;Благовещенск;5410
Рыбинск;Братск;3660
Рыбинск;Брянск;605
Рыбинск;Бугульма;945
Рыбинск;Бугуруслан;980
Рыбинск;Буденновск;1520
Рыбинск;Бузулук;1025
Рыбинск;Великие Луки;535
Рыбинск;Великий Новгород;445
Рыбинск;Владивосток;6225
Рыбинск;Владикавказ;1715
Рыбинск;Владимир;230
Рыбинск;Волгоград;1105
Рыбинск;Волгодонск;1195
Рыбинск;Вологда;140
Рыбинск;Воронеж;710
Рыбинск;Воткинск;910
Рыбинск;Глазов;810
Рыбинск;Грозный;1710
Рыбинск;Дербент;1900
Рыбинск;Джанкой;1405
Рыбинск;Димитровград;790
Рыбинск;Дубна;175
Рыбинск;Евпатория;1480
Рыбинск;Ейск;1265
Рыбинск;Екатеринбург;1305
Рыбинск;Елец;605
Рыбинск;Железногорск;670
Рыбинск;Златоуст;1310
Рыбинск;Иваново;175
Рыбинск;Ижевск;865
Рыбинск;Избербаш;1835
Рыбинск;Иркутск;4035
Рыбинск;Йошкар-Ола;565
Рыбинск;Комсомольск-на-Амуре;5850
Рыбинск;Каменск-Уральский;1395
Рыбинск;Каменск-Шахтинский;1090
Рыбинск;Казань;670
Рыбинск;Калининград;1185
Рыбинск;Калуга;425
Рыбинск;Камышин;980
Рыбинск;Канск;3335
Рыбинск;Кемерово;2840
Рыбинск;Керчь;1420
Рыбинск;Кизляр;1670
Рыбинск;Кинешма;205
Рыбинск;Киров;635
Рыбинск;Ковров;240
Рыбинск;Кострома;130
Рыбинск;Котлас;565
Рыбинск;Краснодар;1445
Рыбинск;Красноярск;3190
Рыбинск;Кропоткин;1405
Рыбинск;Крымск;1460
Рыбинск;Кузнецк;735
Рыбинск;Кумертау;1215
Рыбинск;Кунгур;1075
Рыбинск;Курган;1630
Рыбинск;Курск;720
Рыбинск;Кызыл;3520
Рыбинск;Ленинск-Кузнецкий;2880
Рыбинск;Лабинск;1495
Рыбинск;Липецк;610
Рыбинск;Лысьва;1110
Рыбинск;Магадан;5655
Рыбинск;Магнитогорск;1360
Рыбинск;Майкоп;1500
Рыбинск;Махачкала;1780
Рыбинск;Междуреченск;3040
Рыбинск;Миасс;1340
Рыбинск;Мичуринск;580
Рыбинск;Моздок;1640
Рыбинск;Москва;265
Рыбинск;Мурманск;1245
Рыбинск;Муром;340
Рыбинск;Нижний Новгород;365
Рыбинск;Нижний Тагил;1240
Рыбинск;Новый Уренгой;2125
Рыбинск;Набережные Челны;860
Рыбинск;Нальчик;1650
Рыбинск;Находка;6300
Рыбинск;Невинномысск;1505
Рыбинск;Нефтекамск;955
Рыбинск;Нефтеюганск;1910
Рыбинск;Нижневартовск;2120
Рыбинск;Новокузнецк;2985
Рыбинск;Новомосковск;450
Рыбинск;Новороссийск;1485
Рыбинск;Новосибирск;2680
Рыбинск;Новоуральск;1265
Рыбинск;Норильск;2640
Рыбинск;Ноябрьск;2045
Рыбинск;Озерск;1345
Рыбинск;Октябрьский;985
Рыбинск;Омск;2120
Рыбинск;Орел;595
Рыбинск;Оренбург;1245
Рыбинск;Орск;1470
Рыбинск;Петропавловск-Камчатский;6525
Рыбинск;Павлово;350
Рыбинск;Пенза;665
Рыбинск;Пермь;1020
Рыбинск;Петрозаводск;485
Рыбинск;Прохладный;1630
Рыбинск;Псков;620
Рыбинск;Пятигорск;1585
Рыбинск;Ростов-на-Дону;1205
Рыбинск;Россошь;875
Рыбинск;Рубцовск;2765
Рыбинск;Рязань;380
Рыбинск;Славянск-на-Кубани;1425
Рыбинск;Санкт-Петербург;530
Рыбинск;Сальск;1295
Рыбинск;Самара;890
Рыбинск;Саранск;580
Рыбинск;Сарапул;915
Рыбинск;Саратов;855
Рыбинск;Саров;440
Рыбинск;Севастополь;1540
Рыбинск;Серов;1260
Рыбинск;Симферополь;1495
Рыбинск;Смоленск;550
Рыбинск;Сочи;1610
Рыбинск;Старый Оскол;755
Рыбинск;Ставрополь;1460
Рыбинск;Стерлитамак;1170
Рыбинск;Сургут;1950
Рыбинск;Сызрань;810
Рыбинск;Сыктывкар;780
Рыбинск;Таганрог;1200
Рыбинск;Тамбов;610
Рыбинск;Тверь;220
Рыбинск;Темрюк;1425
Рыбинск;Тимашевск;1385
Рыбинск;Тихорецк;1360
Рыбинск;Тобольск;1715
Рыбинск;Тольятти;825
Рыбинск;Томск;2725
Рыбинск;Тула;435
Рыбинск;Тюмень;1585
Рыбинск;Улан-Удэ;4255
Рыбинск;Ульяновск;725
Рыбинск;Уссурийск;6170
Рыбинск;Усть-Лабинск;1430
Рыбинск;Уфа;1115
Рыбинск;Ухта;1010
Рыбинск;Феодосия;1465
Рыбинск;Ханты-Мансийск;1720
Рыбинск;Хабаровск;5930
Рыбинск;Хасавюрт;1730
Рыбинск;Чайковский;925
Рыбинск;Чебоксары;550
Рыбинск;Челябинск;1410
Рыбинск;Череповец;135
Рыбинск;Черкесск;1555
Рыбинск;Чита;4555
Рыбинск;Шахты;1155
Рыбинск;Элиста;1355
Рыбинск;Южно-Сахалинск;6425
Рыбинск;Якутск;4645
Рыбинск;Ялта;1540
Рыбинск;Ярославль;75
Рязань;Абакан;3295
Рязань;Александров;205
Рязань;Альметьевск;810
Рязань;Анапа;1100
Рязань;Арзамас;275
Рязань;Армавир;1080
Рязань;Архангельск;1100
Рязань;Астрахань;1095
Рязань;Ачинск;3135
Рязань;Белая Калитва;725
Рязань;Балаково;615
Рязань;Барнаул;2835
Рязань;Белгород;495
Рязань;Белебей;935
Рязань;Березники;1160
Рязань;Бийск;2960
Рязань;Благовещенск;5575
Рязань;Братск;3780
Рязань;Брянск;385
Рязань;Бугульма;845
Рязань;Бугуруслан;835
Рязань;Буденновск;1140
Рязань;Бузулук;850
Рязань;Великие Луки;605
Рязань;Великий Новгород;675
Рязань;Владивосток;6365
Рязань;Владикавказ;1340
Рязань;Владимир;175
Рязань;Волгоград;740
Рязань;Волгодонск;815
Рязань;Вологда;505
Рязань;Воронеж;335
Рязань;Воткинск;930
Рязань;Глазов;885
Рязань;Грозный;1335
Рязань;Дербент;1535
Рязань;Джанкой;1065
Рязань;Димитровград;640
Рязань;Дубна;285
Рязань;Евпатория;1145
Рязань;Ейск;890
Рязань;Екатеринбург;1325
Рязань;Елец;240
Рязань;Железногорск;385
Рязань;Златоуст;1275
Рязань;Иваново;275
Рязань;Ижевск;880
Рязань;Избербаш;1470
Рязань;Иркутск;4130
Рязань;Йошкар-Ола;560
Рязань;Комсомольск-на-Амуре;6045
Рязань;Каменск-Уральский;1405
Рязань;Каменск-Шахтинский;705
Рязань;Казань;610
Рязань;Калининград;1230
Рязань;Калуга;220
Рязань;Камышин;635
Рязань;Канск;3440
Рязань;Кемерово;2905
Рязань;Керчь;1060
Рязань;Кизляр;1305
Рязань;Кинешма;345
Рязань;Киров;750
Рязань;Ковров;215
Рязань;Кострома;355
Рязань;Котлас;840
Рязань;Краснодар;1070
Рязань;Красноярск;3285
Рязань;Кропоткин;1025
Рязань;Крымск;1085
Рязань;Кузнецк;485
Рязань;Кумертау;1080
Рязань;Кунгур;1110
Рязань;Курган;1625
Рязань;Курск;400
Рязань;Кызыл;3570
Рязань;Ленинск-Кузнецкий;2935
Рязань;Лабинск;1115
Рязань;Липецк;230
Рязань;Лысьва;1175
Рязань;Магадан;5930
Рязань;Магнитогорск;1265
Рязань;Майкоп;1120
Рязань;Махачкала;1415
Рязань;Междуреченск;3085
Рязань;Миасс;1300
Рязань;Мичуринск;200
Рязань;Моздок;1265
Рязань;Москва;180
Рязань;Мурманск;1625
Рязань;Муром;180
Рязань;Нижний Новгород;325
Рязань;Нижний Тагил;1300
Рязань;Новый Уренгой;2350
Рязань;Набережные Челны;815
Рязань;Нальчик;1270
Рязань;Находка;6445
Рязань;Невинномысск;1125
Рязань;Нефтекамск;930
Рязань;Нефтеюганск;2050
Рязань;Нижневартовск;2260
Рязань;Новокузнецк;3030
Рязань;Новомосковск;115
Рязань;Новороссийск;1115
Рязань;Новосибирск;2725
Рязань;Новоуральск;1300
Рязань;Норильск;2895
Рязань;Ноябрьск;2225
Рязань;Озерск;1335
Рязань;Октябрьский;890
Рязань;Омск;2140
Рязань;Орел;305
Рязань;Оренбург;1070
Рязань;Орск;1315
Рязань;Петропавловск-Камчатский;6795
Рязань;Павлово;260
Рязань;Пенза;385
Рязань;Пермь;1085
Рязань;Петрозаводск;855
Рязань;Прохладный;1250
Рязань;Псков;785
Рязань;Пятигорск;1205
Рязань;Ростов-на-Дону;825
Рязань;Россошь;495
Рязань;Рубцовск;2755
Рязань;Рыбинск;380
Рязань;Славянск-на-Кубани;1050
Рязань;Санкт-Петербург;815
Рязань;Сальск;915
Рязань;Самара;705
Рязань;Саранск;360
Рязань;Сарапул;910
Рязань;Саратов;545
Рязань;Саров;235
Рязань;Севастополь;1205
Рязань;Серов;1370
Рязань;Симферополь;1150
Рязань;Смоленск;490
Рязань;Сочи;1230
Рязань;Старый Оскол;395
Рязань;Ставрополь;1080
Рязань;Стерлитамак;1060
Рязань;Сургут;2090
Рязань;Сызрань;595
Рязань;Сыктывкар;1015
Рязань;Таганрог;825
Рязань;Тамбов;240
Рязань;Тверь;340
Рязань;Темрюк;1060
Рязань;Тимашевск;1010
Рязань;Тихорецк;980
Рязань;Тобольск;1785
Рязань;Тольятти;645
Рязань;Томск;2805
Рязань;Тула;145
Рязань;Тюмень;1625
Рязань;Улан-Удэ;4355
Рязань;Ульяновск;565
Рязань;Уссурийск;6315
Рязань;Усть-Лабинск;1050
Рязань;Уфа;1045
Рязань;Ухта;1265
Рязань;Феодосия;1110
Рязань;Ханты-Мансийск;1855
Рязань;Хабаровск;6110
Рязань;Хасавюрт;1365
Рязань;Чайковский;930
Рязань;Чебоксары;505
Рязань;Челябинск;1385
Рязань;Череповец;510
Рязань;Черкесск;1175
Рязань;Чита;4680
Рязань;Шахты;775
Рязань;Элиста;980
Рязань;Южно-Сахалинск;6625
Рязань;Якутск;4885
Рязань;Ялта;1195
Рязань;Ярославль;335
Славянск-на-Кубани;Абакан;3865
Славянск-на-Кубани;Александров;1240
Славянск-на-Кубани;Альметьевск;1470
Славянск-на-Кубани;Анапа;75
Славянск-на-Кубани;Арзамас;1195
Славянск-на-Кубани;Армавир;235
Славянск-на-Кубани;Архангельск;2150
Славянск-на-Кубани;Астрахань;775
Славянск-на-Кубани;Ачинск;3775
Славянск-на-Кубани;Белая Калитва;380
Славянск-на-Кубани;Балаково;1030
Славянск-на-Кубани;Барнаул;3365
Славянск-на-Кубани;Белгород;605
Славянск-на-Кубани;Белебей;1505
Славянск-на-Кубани;Березники;2005
Славянск-на-Кубани;Бийск;3470
Славянск-на-Кубани;Благовещенск;6290
Славянск-на-Кубани;Братск;4460
Славянск-на-Кубани;Брянск;930
Славянск-на-Кубани;Бугульма;1470
Славянск-на-Кубани;Бугуруслан;1390
Славянск-на-Кубани;Буденновск;475
Славянск-на-Кубани;Бузулук;1325
Славянск-на-Кубани;Великие Луки;1345
Славянск-на-Кубани;Великий Новгород;1550
Славянск-на-Кубани;Владивосток;7020
Славянск-на-Кубани;Владикавказ;575
Славянск-на-Кубани;Владимир;1225
Славянск-на-Кубани;Волгоград;615
Славянск-на-Кубани;Волгодонск;400
Славянск-на-Кубани;Вологда;1555
Славянск-на-Кубани;Воронеж;715
Славянск-на-Кубани;Воткинск;1710
Славянск-на-Кубани;Глазов;1740
Славянск-на-Кубани;Грозный;640
Славянск-на-Кубани;Дербент;890
Славянск-на-Кубани;Джанкой;295
Славянск-на-Кубани;Димитровград;1290
Славянск-на-Кубани;Дубна;1280
Славянск-на-Кубани;Евпатория;375
Славянск-на-Кубани;Ейск;160
Славянск-на-Кубани;Екатеринбург;2015
Славянск-на-Кубани;Елец;820
Славянск-на-Кубани;Железногорск;815
Славянск-на-Кубани;Златоуст;1875
Славянск-на-Кубани;Иваново;1320
Славянск-на-Кубани;Ижевск;1655
Славянск-на-Кубани;Избербаш;830
Славянск-на-Кубани;Иркутск;4735
Славянск-на-Кубани;Йошкар-Ола;1435
Славянск-на-Кубани;Комсомольск-на-Амуре;6825
Славянск-на-Кубани;Каменск-Уральский;2060
Славянск-на-Кубани;Каменск-Шахтинский;375
Славянск-на-Кубани;Казань;1400
Славянск-на-Кубани;Калининград;1635
Славянск-на-Кубани;Калуга;1035
Славянск-на-Кубани;Камышин;765
Славянск-на-Кубани;Канск;4100
Славянск-на-Кубани;Кемерово;3505
Славянск-на-Кубани;Керчь;135
Славянск-на-Кубани;Кизляр;695
Славянск-на-Кубани;Кинешма;1385
Славянск-на-Кубани;Киров;1675
Славянск-на-Кубани;Ковров;1255
Славянск-на-Кубани;Кострома;1405
Славянск-на-Кубани;Котлас;1865
Славянск-на-Кубани;Краснодар;70
Славянск-на-Кубани;Красноярск;3930
Славянск-на-Кубани;Кропоткин;190
Славянск-на-Кубани;Крымск;35
Славянск-на-Кубани;Кузнецк;1065
Славянск-на-Кубани;Кумертау;1530
Славянск-на-Кубани;Кунгур;1870
Славянск-на-Кубани;Курган;2220
Славянск-на-Кубани;Курск;735
Славянск-на-Кубани;Кызыл;4105
Славянск-на-Кубани;Ленинск-Кузнецкий;3515
Славянск-на-Кубани;Лабинск;215
Славянск-на-Кубани;Липецк;825
Славянск-на-Кубани;Лысьва;1955
Славянск-на-Кубани;Магадан;6855
Славянск-на-Кубани;Магнитогорск;1755
Славянск-на-Кубани;Майкоп;170
Славянск-на-Кубани;Махачкала;785
Славянск-на-Кубани;Междуреченск;3645
Славянск-на-Кубани;Миасс;1895
Славянск-на-Кубани;Мичуринск;870
Славянск-на-Кубани;Моздок;540
Славянск-на-Кубани;Москва;1170
Славянск-на-Кубани;Мурманск;2650
Славянск-на-Кубани;Муром;1180
Славянск-на-Кубани;Нижний Новгород;1295
Славянск-на-Кубани;Нижний Тагил;2045
Славянск-на-Кубани;Новый Уренгой;3255
Славянск-на-Кубани;Набережные Челны;1535
Славянск-на-Кубани;Нальчик;475
Славянск-на-Кубани;Находка;7105
Славянск-на-Кубани;Невинномысск;305
Славянск-на-Кубани;Нефтекамск;1650
Славянск-на-Кубани;Нефтеюганск;2840
Славянск-на-Кубани;Нижневартовск;3035
Славянск-на-Кубани;Новокузнецк;3585
Славянск-на-Кубани;Новомосковск;975
Славянск-на-Кубани;Новороссийск;70
Славянск-на-Кубани;Новосибирск;3310
Славянск-на-Кубани;Новоуральск;2015
Славянск-на-Кубани;Норильск;3840
Славянск-на-Кубани;Ноябрьск;3065
Славянск-на-Кубани;Озерск;1960
Славянск-на-Кубани;Октябрьский;1500
Славянск-на-Кубани;Омск;2700
Славянск-на-Кубани;Орел;870
Славянск-на-Кубани;Оренбург;1440
Славянск-на-Кубани;Орск;1645
Славянск-на-Кубани;Петропавловск-Камчатский;7715
Славянск-на-Кубани;Павлово;1240
Славянск-на-Кубани;Пенза;1015
Славянск-на-Кубани;Пермь;1880
Славянск-на-Кубани;Петрозаводск;1855
Славянск-на-Кубани;Прохладный;495
Славянск-на-Кубани;Псков;1550
Славянск-на-Кубани;Пятигорск;410
Славянск-на-Кубани;Ростов-на-Дону;250
Славянск-на-Кубани;Россошь;560
Славянск-на-Кубани;Рубцовск;3205
Славянск-на-Кубани;Рыбинск;1425
Славянск-на-Кубани;Рязань;1050
Славянск-на-Кубани;Санкт-Петербург;1715
Славянск-на-Кубани;Сальск;300
Славянск-на-Кубани;Самара;1240
Славянск-на-Кубани;Саранск;1115
Славянск-на-Кубани;Сарапул;1655
Славянск-на-Кубани;Саратов;910
Славянск-на-Кубани;Саров;1140
Славянск-на-Кубани;Севастополь;375
Славянск-на-Кубани;Серов;2185
Славянск-на-Кубани;Симферополь;320
Славянск-на-Кубани;Смоленск;1145
Славянск-на-Кубани;Сочи;225
Славянск-на-Кубани;Старый Оскол;675
Славянск-на-Кубани;Ставрополь;305
Славянск-на-Кубани;Стерлитамак;1585
Славянск-на-Кубани;Сургут;2885
Славянск-на-Кубани;Сызрань;1150
Славянск-на-Кубани;Сыктывкар;2000
Славянск-на-Кубани;Таганрог;230
Славянск-на-Кубани;Тамбов;870
Славянск-на-Кубани;Тверь;1300
Славянск-на-Кубани;Темрюк;60
Славянск-на-Кубани;Тимашевск;75
Славянск-на-Кубани;Тихорецк;170
Славянск-на-Кубани;Тобольск;2490
Славянск-на-Кубани;Тольятти;1230
Славянск-на-Кубани;Томск;3440
Славянск-на-Кубани;Тула;995
Славянск-на-Кубани;Тюмень;2300
Славянск-на-Кубани;Улан-Удэ;4970
Славянск-на-Кубани;Ульяновск;1245
Славянск-на-Кубани;Уссурийск;6980
Славянск-на-Кубани;Усть-Лабинск;120
Славянск-на-Кубани;Уфа;1650
Славянск-на-Кубани;Ухта;2255
Славянск-на-Кубани;Феодосия;215
Славянск-на-Кубани;Ханты-Мансийск;2660
Славянск-на-Кубани;Хабаровск;6855
Славянск-на-Кубани;Хасавюрт;710
Славянск-на-Кубани;Чайковский;1690
Славянск-на-Кубани;Чебоксары;1370
Славянск-на-Кубани;Челябинск;1975
Славянск-на-Кубани;Череповец;1545
Славянск-на-Кубани;Черкесск;330
Славянск-на-Кубани;Чита;5335
Славянск-на-Кубани;Шахты;315
Славянск-на-Кубани;Элиста;485
Славянск-на-Кубани;Южно-Сахалинск;7405
Славянск-на-Кубани;Якутск;5760
Славянск-на-Кубани;Ялта;325
Славянск-на-Кубани;Ярославль;1385
Санкт-Петербург;Абакан;3645
Санкт-Петербург;Александров;630
Санкт-Петербург;Альметьевск;1420
Санкт-Петербург;Анапа;1735
Санкт-Петербург;Арзамас;945
Санкт-Петербург;Армавир;1810
Санкт-Петербург;Архангельск;735
Санкт-Петербург;Астрахань;1905
Санкт-Петербург;Ачинск;3435
Санкт-Петербург;Белая Калитва;1475
Санкт-Петербург;Балаково;1395
Санкт-Петербург;Барнаул;3250
Санкт-Петербург;Белгород;1110
Санкт-Петербург;Белебей;1565
Санкт-Петербург;Березники;1475
Санкт-Петербург;Бийск;3380
Санкт-Петербург;Благовещенск;5700
Санкт-Петербург;Братск;4010
Санкт-Петербург;Брянск;785
Санкт-Петербург;Бугульма;1470
Санкт-Петербург;Бугуруслан;1505
Санкт-Петербург;Буденновск;1920
Санкт-Петербург;Бузулук;1555
Санкт-Петербург;Великие Луки;400
Санкт-Петербург;Великий Новгород;165
Санкт-Петербург;Владивосток;6535
Санкт-Петербург;Владикавказ;2115
Санкт-Петербург;Владимир;725
Санкт-Петербург;Волгоград;1545
Санкт-Петербург;Волгодонск;1585
Санкт-Петербург;Вологда;545
Санкт-Петербург;Воронеж;1075
Санкт-Петербург;Воткинск;1405
Санкт-Петербург;Глазов;1285
Санкт-Петербург;Грозный;2120
Санкт-Петербург;Дербент;2335
Санкт-Петербург;Джанкой;1605
Санкт-Петербург;Димитровград;1320
Санкт-Петербург;Дубна;535
Санкт-Петербург;Евпатория;1655
Санкт-Петербург;Ейск;1565
Санкт-Петербург;Екатеринбург;1780
Санкт-Петербург;Елец;960
Санкт-Петербург;Железногорск;900
Санкт-Петербург;Златоуст;1815
Санкт-Петербург;Иваново;700
Санкт-Петербург;Ижевск;1370
Санкт-Петербург;Избербаш;2270
Санкт-Петербург;Иркутск;4410
Санкт-Петербург;Йошкар-Ола;1085
Санкт-Петербург;Комсомольск-на-Амуре;6090
Санкт-Петербург;Каменск-Уральский;1875
Санкт-Петербург;Каменск-Шахтинский;1445
Санкт-Петербург;Казань;1195
Санкт-Петербург;Калининград;830
Санкт-Петербург;Калуга;705
Санкт-Петербург;Камышин;1450
Санкт-Петербург;Канск;3710
Санкт-Петербург;Кемерово;3255
Санкт-Петербург;Керчь;1675
Санкт-Петербург;Кизляр;2100
Санкт-Петербург;Кинешма;735
Санкт-Петербург;Киров;1105
Санкт-Петербург;Ковров;755
Санкт-Петербург;Кострома;655
Санкт-Петербург;Котлас;900
Санкт-Петербург;Краснодар;1755
Санкт-Петербург;Красноярск;3575
Санкт-Петербург;Кропоткин;1750
Санкт-Петербург;Крымск;1745
Санкт-Петербург;Кузнецк;1250
Санкт-Петербург;Кумертау;1745
Санкт-Петербург;Кунгур;1550
Санкт-Петербург;Курган;2115
Санкт-Петербург;Курск;980
Санкт-Петербург;Кызыл;3940
Санкт-Петербург;Ленинск-Кузнецкий;3300
Санкт-Петербург;Лабинск;1840
Санкт-Петербург;Липецк;995
Санкт-Петербург;Лысьва;1575
Санкт-Петербург;Магадан;5770
Санкт-Петербург;Магнитогорск;1875
Санкт-Петербург;Майкоп;1825
Санкт-Петербург;Махачкала;2215
Санкт-Петербург;Междуреченск;3460
Санкт-Петербург;Миасс;1840
Санкт-Петербург;Мичуринск;1000
Санкт-Петербург;Моздок;2040
Санкт-Петербург;Москва;635
Санкт-Петербург;Мурманск;1010
Санкт-Петербург;Муром;850
Санкт-Петербург;Нижний Новгород;895
Санкт-Петербург;Нижний Тагил;1705
Санкт-Петербург;Новый Уренгой;2375
Санкт-Петербург;Набережные Челны;1380
Санкт-Петербург;Нальчик;2035
Санкт-Петербург;Находка;6610
Санкт-Петербург;Невинномысск;1870
Санкт-Петербург;Нефтекамск;1460
Санкт-Петербург;Нефтеюганск;2275
Санкт-Петербург;Нижневартовск;2485
Санкт-Петербург;Новокузнецк;3410
Санкт-Петербург;Новомосковск;815
Санкт-Петербург;Новороссийск;1765
Санкт-Петербург;Новосибирск;3105
Санкт-Петербург;Новоуральск;1735
Санкт-Петербург;Норильск;2815
Санкт-Петербург;Ноябрьск;2365
Санкт-Петербург;Озерск;1840
Санкт-Петербург;Октябрьский;1510
Санкт-Петербург;Омск;2585
Санкт-Петербург;Орел;855
Санкт-Петербург;Оренбург;1775
Санкт-Петербург;Орск;2000
Санкт-Петербург;Петропавловск-Камчатский;6635
Санкт-Петербург;Павлово;870
Санкт-Петербург;Пенза;1165
Санкт-Петербург;Пермь;1490
Санкт-Петербург;Петрозаводск;300
Санкт-Петербург;Прохладный;2025
Санкт-Петербург;Псков;265
Санкт-Петербург;Пятигорск;1965
Санкт-Петербург;Ростов-на-Дону;1540
Санкт-Петербург;Россошь;1230
Санкт-Петербург;Рубцовск;3230
Санкт-Петербург;Рыбинск;530
Санкт-Петербург;Рязань;815
Санкт-Петербург;Славянск-на-Кубани;1715
Санкт-Петербург;Сальск;1665
Санкт-Петербург;Самара;1420
Санкт-Петербург;Саранск;1100
Санкт-Петербург;Сарапул;1420
Санкт-Петербург;Саратов;1350
Санкт-Петербург;Саров;955
Санкт-Петербург;Севастополь;1720
Санкт-Петербург;Серов;1680
Санкт-Петербург;Симферополь;1685
